id_name,text,location,Label
x1287976308522143745,@msaid_didu ...indonesia dijajah melalui vaksin oleh komunis rrc.. klw vaksin buatan prof..dari Turki ane yg memohon divaksin tapi klw dari china...lbh baik putih tulang dari pada vaksi komunis ane pake,,Positif
x1181071158386409473,@MaspiyuO @DonnyMatch Apa kabarnya... vaksin Buatan China Sinovak Dihentikan pengiriman ke seluruh dunia setelah pengiriman ke Indonesia....Ada Batasan klee ya.,"Cengkareng, Indonesia",Positif
x222382265,"@ProfesorZubairi Kalo vaksin pfizer mungkin yg beli agak rela.... di negara maju, kalau ga salah inggris, dan us approval darurat, canada fully approved..... dah data data agak lebih terbuka..",Bekasi,Positif
x886067760781942785,"Tadi dibawa ke vet. Diagnosa awal sariawan, demam, flu, diare dan takutnya gejala virus calicy/panleu karena emang belum vaksin.",,Positif
x173167643,"@ChangeOrg_ID @SulfikarAmirPhD emg berapa duit klo mau vaksin? sumpa, engga ngikutin lagi","Kota Tangerang, Banten",Positif
x1252571195523751936,"@qorygore Kalo gw si ga ikut vaksin dlu kebetulan gw pernah positif sama liat orang lain dlu kalo misalnya kenapa Napa jd gw ga kena biar orang lain aja yang kena

#QGBacotsantuy",,Negatif
x1621083691,"@heyademons @infomalang Kemaren katanya temen disana vaksin gratis, bener ta mbak?","Malang, Jawa Timur",Positif
x864466968463593473,"Kalau Vaksin Covid-19 harus bayar, maka bener kalau semisal sehat itu mahal, dari pelayanan di Apotek sampe Rumah sakit, kalau ga ada uang ya susah

Apa? pake BPJS?

Kemarin solusi BPJS devisit ditambah bayarnya",,Positif
x413991790,@aik_arif Ini yg dijual vaksin merk apa ya ?,,Positif
x4551017120,"@rezaspn Kalau pakai BPJS, gak bisa, UU nya ngelarang.



Tapi memang harusnya vaksin ini gratis. Apalagi yg sekarang ini njomplang banget. 70% yg mandiri, yg program cuma 30%. Itupun dalam paparan terakhir, peserta BPJS PBI tdk otomatis jd prioritas penerima vaksin.",,Positif
x1119548658125398016,"@Ronnie_Rusli @erickthohir klo presiden gak boleh di vaksin, sebab kalo kata orang2 tua dulu pamali klo barang dagangan sendiri dimakan sama yg dagang...",,Positif
x356725965,@GadangSaleroo yo gadang biayanyo yo da. Itu suntik vaksin apo se da kalau buliah tau?,IDN,Positif
x356725965,@GadangSaleroo itu vaksin utk anak sajo da?,IDN,Positif
x222716163,@giovannysa Emang. Ini ngeri. Mau bilang pemerintah gila udah beli vaksin duluan sebelum uji klinis tahap 3 ya sult. Daripada diabisin sama negara kaya. Amerika butuh banyak banget loh kak :(((,,Positif
x50319080,Minggu depan bahasannya vaksin gaessss udah pening dulu kepala ini,"Yogyakarta, Indonesia",Positif
x50319080,Kemarin udah di data kaitan vaksin sama kantor. Gw tyda tau ini termasuk privilege atau sesuatu yg menyeramkan....,"Yogyakarta, Indonesia",Positif
x1323490542219456512,"@RamliRizal Rakyat dbuat Labolatorium uji coba, uang utk beli Vaksin itu sendiri <U+0001F62D>

Makin bikin sengsara az ini pengelola",,Negatif
x1669131450,"Numpang tanya,

Pasien covid yg telah sembuh apakah masih perlu di Vaksin?","Jember, Jawa Timur",Positif
x2769275420,@susipudjiastuti Maksudnya mungkin edukasi bikin situs lagi seperti revolusi mental tapi sekarang revolusi vaksin <U+0001F923>,Indonesia,Positif
x964682662345457664,@bimabimantara3 @jancuk890 @kompascom ye bambang ydh lu dluan bambang di vaksin,,Negatif
x416381744,@daimca @_garuda501 Termasuk vaksin racun?,,Negatif
x1289556969766846466,"@okandrsyh Woooii @aniesbaswedan @DKIJakarta kalian ini siapa seenaknya mewajibkan vaksin dan denda 5 jt bagi yg tidak mau vaksin!! Kalian mewakili siapa?

@SatpolPP_DKI @BNPB_Indonesia @KemenkesRI @satgascovid19id","Simpang Kanan, Johor",Positif
x1289556969766846466,"@VIVAcoid Yg pertama di vaksin adalah orang orang media, karena virus terbanyak dan ganas ada di media","Simpang Kanan, Johor",Positif
x1289556969766846466,"@BangPitung_AJW Itu pfizer loh, bagaimana dengan sikoplac Vaksin China !","Simpang Kanan, Johor",Positif
x1289556969766846466,@kompascom Vaksin mengada ngada,"Simpang Kanan, Johor",Negatif
x1289556969766846466,"@CNNIndonesia Vaksin Merugikan tubuh 

#TolakVaksin","Simpang Kanan, Johor",Negatif
x1289556969766846466,@KemenkesRI @RRIPrograma3 @RadioKesehatan @WHOIndonesia tidak menyarankan kewajiban vaksin wooiii @KemenkesRI sakit lu??,"Simpang Kanan, Johor",Negatif
x1289556969766846466,@SariWid1 Menurut ahli vaksin di kementerian pertahanan USA Vaksin yg aman adalah vaksin yg tdk pernah digunakan!,"Simpang Kanan, Johor",Positif
x1289556969766846466,@CNNIndonesia Wkwkwk makan tuh vaksin,"Simpang Kanan, Johor",Negatif
x1091917155384217600,@Santzjs Nunggu vaksin gratis di puskesmas aja deh <U+0001F605>,,Positif
x1268814546988175361,@republikaonline Ketua DPR yg duluan vaksin baru anggota,,Negatif
x1300274890805710849,@RinduDedy @Ronnie_Rusli Kalo saya nunggu orang mesir&amp;arab pakai vaksin yg mana,"Rembang, Indonesia",Positif
x1300274890805710849,harus nabung biar dapet vaksin selain sinovac,"Rembang, Indonesia",Positif
x4881515290,"@Saya_Nadiahh Vaksin kan dah jumpa, so don't worry na",#FreeSyria,Positif
x911969892911390720,"@collegemenfess Makanya kalau ditanya kenapa mau masuk kedokteran selain emang udah kayak passion (nasib besar di rumah sakit wkwkwk) ya karena â€œkerenâ€ aja gitu kalau sekeluarga mayoritas dokter.



Trus mo bikin vaksin juga<U+0001F62D>",,Positif
x1218089342062612480,"@marlina_idha Persilakan Baambaang ganteng untuk di vaksin dlu an.

Kalo sehat y bersyukur kalo lanjut y bersyukur bgt",,Negatif
x1219457695918350336,"@susipudjiastuti Edukasi yg baik adalah Ketua MPR dan anggotanya, Presiden, staf khusus dan mentrinya di Vaksin dulu secara live. Baru kami bersedia..",ff,Positif
x58184629,"vaksin seharusnya gratis, terlepas dari betapa butuh uangnya negara ini.



balik lagi seperti test PCR yang seharusnya dimurahkan jauh bahkan seharusnya digratiskan (kalau emang niatnya serius nanganin pandemi).



lagian, anggaran cvid19 yang sampe ratusan triliun itu buat apa?",,Positif
x1449053263,"@RamliRizal Inggris suka melaporkan efek alergi pada penerima vaksi, Australia jg sudah melaporkan efek samping. Kalo vaksin sinovac tiba2 punya efek samping berat, siapa yg mau tanggung jawab ?.",,Positif
x1223244076662706177,@sociotalker Made vaccine as public good. Terjangkau dan menyeluruh semua lapisan masyarakat. Penyuluhan vaksin juga diperlukan utk global immunity. No one left behind unvaccinated.<U+0001F4AA><U+0001F4AA><U+0001F4AA>,Shandong,Positif
x68322299,Apakah kamu akan melakukan vaksin covid?,South East Asia,Positif
x481817262,dah banyak company pharmaceutical dah try buat vaksin Merck tak nak cuba buat ke,,Negatif
x1330451788135337984,"@kumparan Daripada ngutang buat beli pesawat jet tempur f..f..an..

Mendingan gratisin vaksin covid19 buat rakyat..

<U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D>",,Positif
x1564634058,Jangan lupa tuk memberi vaksin pada anjing anda . Vaksin ini fungsinya untuk memberi kekebalan tubuh pada anjing,Indonesia,Negatif
x1205831538358665218,"vaksin : h- 

masyarakat : OMG PANDEMI TELAH USAI MARI LEPAS MASKER. 

<U+0001F63A><U+0001F63A><U+0001F63A><U+0001F63A>",she/her,Negatif
x1320472219,"@_riantama13 @WidasSatyo Sebelum itu pada masa lockdown industri pertanian tidak jauh beda. Permintaan akan pangan meningkat dan stock menipis. Skrng sudah masuk ke masa vaksin, industri farmasi jauh lebih menakutkan

Keep healthy everone",,Positif
x1293596606852341760,@RamliRizal Seakan akan nyawa rakyat indonesia sudah tidak ada harganya dimata pemerintah seolah olah pemerintah ingin mengurangi populasi rakyatnya dengan vaksin tidak jelas ini,,Positif
x172250515,"@sscpurwokerto_ Bisa jadi mulai Akan beredarnya vaksin covid, harapan pembangunan yg sempat tertunda di berbagai sektor Akan dilanjutkan","Purwokerto, Banyumas Indonesia",Positif
x118314137,"@HusniBalbeid Ni anabul blm sampe 3 bln,. Makane ga berani vaksin. Lusa br mau vaksin mbok nya","Yogyakarta, Indonesia",Negatif
x205285855,"@IbuNe_neng @fadlizon Kalo analoginya negara ini adlh sebuah keluarga,ya dlm keluarga kan ada yg:

1. narkoba (sampe ketangkep lg sm perek trus ngelike foto kontol)

2. Ada yg homosek walau religious (dah dicydugh)

3. Ada kaka tertua doyan chat isep2

4. Perempuan setan vaksin

...Nah dia mo jd emak2 kali",Bumi,Negatif
x205285855,"Daftar hiburan eke yg hilang:

1. Orang utan penggemar 38B

2. Mak2 bejenggot sabung ayam

3. Buntal

4. Hantu vaksin

5. Ustad tusbol

6. Ustad buzzer yg bs liat rasul

7. Dokter gigi anaknya sengkuni

.

.

Tinggal si rektor goblok kumis miring &amp; gubernur goblok.

.

.

sedih... <U+0001F622>",Bumi,Negatif
x1298144041368838145,"@RamliRizal wah sm dgn mau bunuh rakyat klo disuntikan ke rakyat, gmn klo para pejabat2 negara dlu yg di uji coba kan di suntik vaksin dr sinovac , yg pertama Pak Presiden dan mentri2 br pejabat2 di bawah nya",,Positif
x1453153543,@susipudjiastuti Iya nggak apa2 Bu. Tapi nggak usah di blow up info itu. Karena akan mengurangi sugesti penerima vaksin itu sendiri. Itu hanya usul saya saja<U+0001F64F>,,Positif
x999910653748903936,@NephiLaxmus Udah beli dan udah datang...lanjut booking jutaan vaksin..udah bayar milyaran eh kena tipu...<U+0001F92D>,"Jakarta Capital Region, Indone",Positif
x962202630708580352,pilihannya susah semua nggak sih <U+0001F629> berita WSJ bulan September jg bahas ttg dorongan negara2 berkembang yg didukung pbb dan aktivis buat ngebatesin perlindungan paten vaksin2 farmasi gede itu biar negara2 yg dananya terbatas bisa bikin vaksin yg sama dg biaya yg lbh murah,<U+0001F1EE><U+0001F1E9>,Positif
x962202630708580352,tp tentu ini nimbulin kontra dr pihak industri farmasi krn kekhawatiran bahwa ini bakal ngerusak inovasi dan munculin risiko kalo vaksin yg dibuat nggak aman <U+0001F614>,<U+0001F1EE><U+0001F1E9>,Positif
x2326488373,"@susipudjiastuti Ada yg brengsek lg gak nih soal ni vaksin? Tunggu beberapa bln lg, kali aja ada kena ott kpk lg. Maksa beli padahal blm jelas manjur apa ngganya",,Negatif
x1181145569978249216,Badan Pengawas Obat &amp; Makanan AS (FDA) hari ini atau paling lambat besok Jumat dijadwalkan akan memberikan izin edar vaksin antivirus produksi Pfizer-BioNTech untuk digunakan dalam keperluan darurat.,Indonesia,Positif
x1181145569978249216,Emas berjangka diperdagangkan dengan rendah secara tajam di hari Rabu karena gelombang baru seputar optimisme terhadap vaksin covid-19 (Thibault Moirez - Analisis Independen First Gold) #mentarimulia #investasi #trading #forex #BeritaTerkini,Indonesia,Positif
x1181145569978249216,"Meskipun vaksin baru-baru ini dikembangkan yang berfungsi untuk melawan virus korona, namun hasil produksi perusahaan farmasi masih jauh dari permintaan yang besar.",Indonesia,Positif
x1181145569978249216,Antisipasi yang kembali muncul bahwa akan adanya perilisan vaksin covid-19 yang sukses di seluruh dunia akan terjadi lebih cepat dimana hal ini membantu meningkatkan sentimen risiko diantara para trader.,Indonesia,Positif
x1181145569978249216,Kanada kini telah bergabung dengan Inggris untuk menyetujui vaksin dari Pfizer dan BioNtech ditambah dengan akan adanya lebih banyak negara yang menyetujui hal serupa dalam beberapa hari mendatang.,Indonesia,Positif
x772238069315448832,"@RamliRizal Suntikan pertama layak di terima oleh orang yang mengajurkan pembelian vaksin ke China..disusul President, wapres dan seluruh menterinya..setuju nggak om .?",,Positif
x363567550,@marlina_idha Bujug... itu vaksin bukannya udah dtng naek pesawat ya?,"Love <U+0001F60D>, Alam Indonesia",Positif
x34579926,"@AlifKamal__ @Zahrah40291660 @jokowi Pabriknya saja belum nyatakan efektivitas vaksin buatannya, lalu kenapa buru-buru pesan dan beli vaksin tersebut, ada apa ini sebenarnya ?",Indonesia,Positif
x34579926,"@Hakim_Arief_ @romi_warsito @jokowi Sinovac Biotech Ltd saja menyatakan belum diketahui efektifitas vaksin sinovac, sebaiknya Bio farma jangan buat pernyataan apa-apa !",Indonesia,Positif
x34579926,"@republikaonline Harus di amati baik-baik pernyataan China, mungkin karena kita yang tetap percaya dan mau beli vaksin mereka walaupun pabrikannya sendiri belum nyatakan efektivitas vaksin mereka !?",Indonesia,Positif
x1208212853309591552,@RamliRizal Kasian mereka yang ada di solo dan medan setelah pelantikan wali kota baru dilantik pasti mereka yang di utamakan memakai vaksin ini. <U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>,,Negatif
x807559950742360064,"Apa jadinya klo vaksin disandingkan dengan presiden? Jadi pinter main tenis pastinya.

Sinovac Jokowik",,Negatif
x2873175666,Gw harap kalo bisa penguasa tailan jatuh sebelum vaksin diinjeksi,,Negatif
x1143026960,@kyungjungdst ya kan. bete ga sih lo dianggep gak bisa ngerawat binatang while my cats are healthy and clean. gue bawa ke grooming tiap 2minggu sekali dan kasih makanan yang mahal. terus cuma karena gak vaksin dianggep kayak gitu. padahal as long as kucingnya gak sakit ya gapapa ga sih?,<U+C2DC><U+C6B0><U+BBFC> + <U+C6B0><U+C988>,Positif
x1143026960,akhirnya w pindah ke dokter B. beda banget cara dokter B handling kucing. beneran baik dan keliatan kalo dia penyayang binatang. dia gak mempertanyakan knp w baru vaksin (pas ini gue vaksin kucing w si jono dan jono udah sekitar 7thn gitu pernah vaksin tapi satu kali),<U+C2DC><U+C6B0><U+BBFC> + <U+C6B0><U+C988>,Positif
x1143026960,@kyungjungdst nah itu. justru gue dateng ke si dokter untuk vaksin kan padahal. terus malah dijudge gitu.,<U+C2DC><U+C6B0><U+BBFC> + <U+C6B0><U+C988>,Positif
x1143026960,"mau cerita ttg dokter hewan. jadi bulan lalu w vaksin si oren di dokter hewan A deket rumah. i know ini emang telat banget si oren baru w vaksin pas umur 1,5 tahun soalnya kucing w beneran di rumah doang gak pernah keluar sama sekali.",<U+C2DC><U+C6B0><U+BBFC> + <U+C6B0><U+C988>,Positif
x1143026960,nah si dokter A ini condescending banget â€œkok kucingnya ga di vaksin? dikasih obat cacing ga? jadi kalo sakit doang baru dibawa ke dokter?â€ pokoknya dia membuat w merasa bersalah banget padahal ya itu w lagi mau vaksin kan.,<U+C2DC><U+C6B0><U+BBFC> + <U+C6B0><U+C988>,Positif
x1335119191817420802,@Cahyoyok1 Dah gitu yang menolak di vaksin kena pasal. Senangnya kok maksa<U+0001F648><U+0001F971><U+0001F974>,,Negatif
x715394251333341185,"@dr_koko28 Dok, vaksin yg kita punya skrg kalo aman kasihtau yaaaa.... kita mau divaksin kalo ada referensi dr dokter <U+0001F60A>",Earth<U+0001F30E>,Positif
x319532039,"Pokoknya 2021 gamau online2 taikucing lg, ayo vaksin semoga berhasillllll!!!1!1!",Jakarte,Positif
x249103751,"@HendraBunawi5 @la_kirno @geloraco yey.....bukan begituh

vaksin buatan china pasti lebih bagus



hidup tiongkok",Asli sunda,Positif
x249103751,@HendraBunawi5 @la_kirno @geloraco vaksin cina kan yg terbaik ya bang...,Asli sunda,Positif
x1265711046137802752,"Please help!!!

Hari ini belum mandi, tapi aku mau pergi vaksin, tapi lagi galau berat, mohon bantuannya<U+0001F64F>

Terima kasih<U+0001F64F>

(Aku males mandi 2x sehari soalnya)",<U+0001F1EE><U+0001F1E9>,Positif
x1265711046137802752,@OeloemL Bukan vaksin covid bang,<U+0001F1EE><U+0001F1E9>,Positif
x1224345614609027072,@spawnking27 Ya eluuu vaksin nya seharga $20-50 itu mayan murmer considering penelitian buanyak dari juli ampe sekarang,,Positif
x1051136542553518080,@msaid_didu Seandainya gk dpt vaksin dr Chinapun ... Pasti kamu salahkan juga ... Contoh orang yg gk akan pernah selesai dgn hidupnya ... <U+0001F600><U+0001F600><U+0001F600>,Yogyakarta,Positif
x1051136542553518080,"@Sigmahalim @msaid_didu Saya kritik pernyataan Didudu ... Msh tentang Vaksin China, kok dibilang gk nyambung ... ?? Susah ngomong sm orang bego ... Silahkan aja, yg mau nyerang pribadi saya ... Paling jg Kadrun bego kek kamu ...",Yogyakarta,Negatif
x1303242240827953152,@Santzjs Jadi apakah hanya orang yg mempunyai kemampuan yg bisa mendapatkan Vaksin <U+0001F97A>?,Jakarta Capital Region,Positif
x789604826401255425,"@collegemenfess ga cuma dokter, bokap gue teknik sipil emak gue kesehatan abang gue enak tuh dia ambil teknik bioproses bisa lari ke vaksin (koneksi emak) lari ke limbah (koneksi bokap), akhirnya gue yang ambil komunikasi pun peminatannya lari ke komunikasi kesehatan ehehe",In your heart,Positif
x1318573131917787143,vaksin cepet berhasil kek,infj,Positif
x1332989351442038784,"@tempodotco Matamuu suwek, woii vaksin yg lu beli sinovac belom ada kejelasan efficasy nya woii",,Negatif
x1332180842957860864,@VaksinBersama @KemenBUMN @kemkominfo @KemenkesRI dijamin aman dan halal vaksin covid nya #KitaSiapVaksin,,Positif
x1332180842957860864,@Vaksin_Update @KemenBUMN @kemkominfo @KemenkesRI #KitaSiapVaksin nunggu vaksin covid siap edar tetap disiplin 3M ya,,Positif
x1332180842957860864,@Vaksin_Update @KemenBUMN @kemkominfo @KemenkesRI percayakan pada pemerintah #KitaSiapVaksin,,Positif
x1332180842957860864,@Vaksin_Kita @kemkominfo @lawancovid19_id @KemenBUMN @KemenkesRI kita doakan semuanya lancar #KitaSiapVaksin,,Positif
x121411446,"@RamliRizal Kalo bansos 10rb per paket, kira2 yg ini berapa per vaksin yaa? <U+0001F914>",,Positif
x1309175562,"Adakah thread, artikel, atau infografis yang merangkum secara sederhana tentang vaksin covid-19 di indonesia? 



Misalnya yang merangkum tentang keamanan, efektivitas, harga, cara daftar, dan hal-hal dasar lainnya. 



Kalau ada boleh dong dibagi, biar sama-sama bisa baca. Makasih<U+0001F64C>",(sayangnya) Jakarta,Positif
x1266330162074750979,@RamliRizal Kita gak mau coba. Sebelum vaksin di uji coba ke jajaran kabinet.,Indonesia,Positif
x225214861,"@kojreck @gayungpecahhh @vennyvaleria @hoammss @kekasihjennie @ernestprakasa @jokowi salah kaprah nih masnya, efektivitas 95% vs 97% kesembuhan. Vaksin kan bukan penyembuhan, tapi kekebalan.

Vaksin efektif pada 95% orang yg di trial utk menghasilkan antibodi, bisa menahan laju penularan, jg mengurangi load RS krn byk yg tubuhny kebal stlh vaksin.",Jakarta,Positif
x971192254839717888,@RamliRizal Gw sekeluarga ogah pakai vaksin dari china yg tidak jelas efektifitasnya ini. Mending bayar mahal asal jelas dan aman...,,Positif
x168872277,"@Cahyoyok1 Pakar2 juga udah banyak yang ingetin, vaksin itu bukan obat ajaib yg tiba2 bikin grafik turun. <U+0001F602>","ÃœT: -6.9422848,107.6639446",Positif
x168872277,"@Eno_Bening Chip sih udah keterlaluan. Geer amat juga ngapain masukin chip gratisan ke vaksin, <U+0001F605>. Who juga ngelarang mewajibkan vaksin, yg ktny who antek antek.","ÃœT: -6.9422848,107.6639446",Positif
x1323137920409063424,"@kochengfess Ya kamu salah nder. Kucing sakit tuh gaboleh vaksin, obat cacing aja nunggu sembuh. Malah disuruh ngeyakinin dokter, aneh kamu","614, nsfw",Positif
x1323137920409063424,"@kochengfess Kucing dom mlh lbh gampang rawatnya, suka main jg. Gue sakit hati ya waktu ke drh, terus ditanya sama orang yang ada disitu, ditanya kucing ras apa, gue jawab kucing dom, mau steril vaksin, dia mlh ""dih kucing kampung doang pake perawatan gt, dibawa ke dokter"" LAH TERUS KNP AJG?","614, nsfw",Positif
x2485368801,"@ummusyaff Aah. Ada yang cakap nanti dapat vaksin, harga emas akan lebih jatuh. Taktau apa kena mengena tapi gitulah ceritanya.","Selangor, Malaysia",Positif
x1328360004861059073,11 12. Semoga apa yang disampaikan teman teman bisa terwujud. INO HERBAL 11 12 dengan Vaksin. bahkan lebih unggul selangkah karena dapat dikonsumsi dalam kondisi gejala berat covid 19 dengan memcepat Negativ Swab.,surabaya,Positif
x1287764859648528384,@mahaldinkitaa dilarang genit kalo belum vaksin buaya <U+0001F601>,<U+2671> \ 17,Positif
x1255161806584049664,"@kochengfess Kalau makan sama vaksin doang cukup, tapi agak di tinggiin lagi ya <U+0001F614> jangan 200. Terus vaksin tuh berat di 2 bulan aja, abis itu tahunan kokk. Obat cacing 3 bulan sekali. Kalau sakit gada dana ke puskeswan aja ya jgn coba2 obat.","Central Java, Indonesia",Positif
x1255161806584049664,"@Aikotahilalat Huhu aamiin, mau vaksin dr jaman bayi juga dia ada2 aja masalahnya yg bikin gajadi-jadi<U+0001F972>","Central Java, Indonesia",Positif
x1518025764,Takziah kepada slogan #KitaMestiMenang #KitaPastiMenang dan sebagainya. Menang pakai vaksin jelah.,Malaysia,Positif
x1335844565153017859,"Nih guys bahwa vaksin yang tiba ini adalah vaksin bantuan Pemerintah. Sedangkan yang akan datang kemudian, sebagian ditujukan untuk vaksin mandiri. #KitaSiapVaksin",,Positif
x1335844565153017859,"Selain menunggu izin dari BPOM, #KitaSiapVaksin vaksin buatan sinovac tersebut juga sedang menunggu fatma MUI untuk aspek kehalalannyaa",,Positif
x1335844565153017859,"Walaupun ada vaksin, #KitaSiapVaksin kita tetap harus menjalankan protokol kesehatan yaaa guyss",,Positif
x1335844565153017859,#KitaSiapVaksin Hal tersebut dilakukan pemerintah agar vaksin yg akan digunakan terbukti aman aman dan lolos ujiklinis,,Positif
x1335844565153017859,Alhamdulillah pokoknya guys bahwa Sejauh ini vaksin Covid-19 sudah menunjukkan angka keberhasilan dan siap digunakan di beberapa negara. #KitaSiapVaksin,,Positif
x1335844565153017859,"Pokoknya nih masyarakat untuk berkontribusi melalui program vaksin mandiri nantinya, seperti yang direncanakan pemerintah. #KitaSiapVaksin",,Positif
x1335844565153017859,"Dengan berbagai pertimbangan seperti ketersediaan vaksin, jumlah penduduk, wilayah berisiko, tahapan pemakaian dan indeks pemakaian. #KitaSiapVaksin",,Positif
x1335844565153017859,"#KitaSiapVaksin Selain Kementrian Luar Negeri, ada juga Kementrian Kesehatan serta Kementrian Keuangan yg berperan penting dalam pengadaan vaksin di tanah air",,Positif
x1335844565153017859,#KitaSiapVaksin @erickthohir tak lupaa jugaa menyampaikan bahwa kedatangan gelombang pertama vaksin Covid-19 tersebut merupakan bukti kekuatan gotong royong lintas Kementerian dan Lembaga.,,Positif
x1335844565153017859,Karena kerjasama yang baik kita jadi bisa mendatangkan vaksin gelombang pertama #KitaSiapVaksin,,Positif
x1335844565153017859,"#KitaSiapVaksin Untuk mencegah penyebaran Covid-19 lebih jauh lagi, pemerintahh saat ini sedang berupaya secepat mungkin untuk mendapatkan vaksin",,Positif
x1335844565153017859,"#KitaSiapVaksin Buat yg belum tau nih guys jadi Vaksin Sinovac yang datang ke Indonesia itu dikenal dengan nama Coronavac dan diproduksi oleh perusahaan Bioteknologi asal china, Sinovac Biotech LTD",,Positif
x1335844565153017859,"Sabarr yaa genks, akhirnya penantian kita terbayarkaan! #KitaSiapVaksin Vaksin pertama sudah tiba di Indonesia pada minggu malam dan bertahap akan datang vaksin berikutnya",,Positif
x1335844565153017859,"Nih guys bahwa untuk vaksin non bantuan pemerintah alias vaksin mandiri bagi masyarakat yang dianggap mampu, pemerintah akan bekerja sama dengan KADIN dan asosiasi pengusaha lainnya sebagai bentuk gotong royong dalam menangani pandemi. #KitaSiapVaksin",,Positif
x1335844565153017859,"Pokoknya nih guys Alhamdulillah, kami bersyukur karena vaksin Covid-19 mulai tiba secara bertahap di Indonesia. #KitaSiapVaksin",,Negatif
x1335844565153017859,"Jangan sampai lupa yah guyss walaupun vaksin gelombang pertama sudah tiba, #KitaSiapVaksin kita tetap harus disiplin menjalankan protokol kesehatan",,Positif
x1335844565153017859,"Kemudiann @erickthohir turut menambahkan, #KitaSiapVaksin vaksin mandiri ditargetkan untuk masyarakat mampu. Sementara itu, pemerintah akan bekerja sama dengan Kadin dan Asosiasi pengusaha lainnya untuk mendistribusikan.",,Positif
x1335844565153017859,"Adapun vaksin mandiri ditargetkan untuk masyarakat mampu. Untuk itu, pemerintah akan bekerja sama dengan Kadin dan asosiasi pengusaha lainnya. #KitaSiapVaksin",,Positif
x1335844565153017859,Vaksin yang sudah hadir di tanah air merupakan bukti kerja sama yang kuat antar lintas kementrian dan lembaga lohh #KitaSiapVaksin,,Positif
x1335844565153017859,"vaksinasi tidak menjamin 100 persen orang tersebut tidak tertular. Walaupun divaksin dengan vaksin yang sangat ampuh, tidak menjamin antibodi terbentuk sepenuhnya. Oleh sebab itu, walaupun sudah divaksinasi, protokol kesehatan tetap harus dijaga dan jg #KitaSiapVaksin itu perlu",,Positif
x1335844565153017859,"Akhirnyaa yaah pada Minggu malam #KitaSiapVaksin sebanyak 1,2 juta dosis vaksin Covid-19 yang diproduksi oleh Sinovac telah tiba di Indonesia dan kini disimpan dalam fasilitas penyimpanan berpendingin (cold storage) PT Bio Farma (Persero) di Bandung, Jawa Barat.",,Positif
x1335844565153017859,"Tentunya sampai saat ini pemerintah sedang mengupayakan untuk mendapat dan membuat vaksin, #KitaSiapVaksin untuk mendukung upaya pemerintah kita harus tetap menjaga kesehatan dgn menjaga 3M",,Positif
x1335924392799301632,"vaksin bukan solusi terakhir dari pandemi Covid-19. Dia menyampaikan, jika seorang yang disuntik vaksin bukan berarti sudah terbebas dari wabah Covid-19 #KitaSiapVaksin perlu di lakukan",,Positif
x1335924392799301632,Semoga dengan adanya Vaksin Covid-19 tersebut dapat menangulangi Covid-19 sehingga kita hidup normal seperti sebelumnyaa #KitaSiapVaksin,,Positif
x1335924392799301632,Semoga aja ya guys bahwa vaksin yang tiba ini adalah vaksin bantuan pemerintah. Adapun selanjutnya vaksin yang akan datang ditujukan untuk program vaksin mandiri. #KitaSiapVaksin,,Positif
x1335924392799301632,Tentunyaa dalam mendatangkan vaksin ke Indonesiaa merupakan usaha nyata yg dilakukan oleh berbagai Kementrian serta lembaga #KitaSiapVaksin,,Positif
x1335924392799301632,"Banyakk kementrian dan lembaga yang berperan penting dalam menghadirkan Vaksin ke Indonesia, #KitaSiapVaksin salah satunya adalah Kementrian Luar Negeri",,Positif
x1335924392799301632,#KitaSiapVaksin Rencananya nanti vaksin mandiri ditargetkan untuk masyarakat mampu guys sementara itu pemerintah akan bekerja sama dgn kadin dan asosiasi pengusaha lainnya untuk mendistribusikan,,Positif
x1335924392799301632,"Vaksin diyakini sampai saat ini sebagai intervensi kesehatan terbaik pada abad ke 20. #KitaSiapVaksin Dari semua intervensi kesehatan, vaksin terbukti mampu menurunkan angka kematian dan kesakitan",,Positif
x1335924392799301632,Proses pembuatan vaksin sangat rumit dan dengan prinsip kehati-hatian. Aspek keamanan dan keampuhan juga merupakan hal yang diperhatikan dalam melakukan vaksinasi COVID-19. #KitaSiapVaksin,,Positif
x1335924392799301632,Nahh saat ini Dia pun bersyukur vaksin COVID-19 itu secara bertahap sudah mulai sampai ke Indonesia. Hal ini merupakan langkah maju komitmen pemerintah tersebut. #KitaSiapVaksin,,Positif
x1335924392799301632,"Sebanyak 1.2 juta dosis vaksin yang datang kemaren sudah disimpan dalam cold storage Bio Farma yg ada di Bandung, jadi gak perlu khawatir guys #KitaSiapVaksin",,Positif
x1335924392799301632,"Jadi vaksin yg didapat ga bisa langsung diedarkan guyss, #KitaSiapVaksin melainkan harus melewati tahapan evaluasi dari Badan BPOM untuk memastikan mutu keamanan dan juga efektifitasnya",,Positif
x1335924392799301632,"Untuk Vaksin mandiri sendiri ditargetkan untuk masyarakat mampu, dan Pemerintah akan bekerja sama dengan Kamar Dagang dan Industri (Kadin) dan Asosiasi pengusaha lainnya. #KitaSiapVaksin",,Positif
